,1a,1b,1c,1d,1e,1f,1g,1h,1i,2a,2b,2c,2d,2e,2f,2g,2h,2i
2022/05/07 06:20:18,18.993775634785763,32.064213359753886,18.702175786241334,14.962907968368299,15.147861442035948,14.230459317374171,19.340903618925427,74.93025837229916,68.328969121768,176.92812752625377,220.9444281191489,163.86451831210243,35.982519942661426,32.513264148369196,42.52451987312902,13.557145257642524,16.1739920093727,14.684496388481827
2022/05/07 06:20:20,19.126202357339047,32.27573140890368,18.8292684601677,15.067146085944014,15.252133329309036,14.344000216183009,19.499818728409103,75.54126890537036,68.91544121635401,178.33404139758923,222.70699771188393,165.2236900145156,36.27770893229005,32.787555017954716,42.899446034423434,13.652083249642823,16.297066140071795,14.793124135807519
2022/05/07 06:20:23,19.258629079892337,32.48724945805348,18.956361134094067,15.171384203519725,15.356405216582123,14.457541114991844,19.658733837892783,76.16246294732609,69.50191331094004,179.75882659605676,224.469567304619,166.60270363959168,36.58307685259552,33.06184588754023,43.284238673646634,13.747021241643122,16.42014027077089,14.90175188313321
2022/05/07 06:20:25,19.391055802445624,32.698767507203286,19.083453808020433,15.27562232109544,15.460677103855215,14.57108201380068,19.817648947376462,76.79384049816635,70.09832561051903,181.19304745809026,226.24187485090513,167.99163822599928,36.88844477290099,33.33613675712575,43.66903131286985,13.841959233643417,16.543214401469985,15.010379630458898
2022/05/07 06:20:59,19.532941576609858,32.91990001313262,19.220322841479593,15.39881282368492,15.574428253607673,14.703546395744324,19.995259952093516,77.49650261119822,70.75437914005595,182.7310606193499,228.16025170045654,169.49962434838466,37.20399162388331,33.64961203665206,44.08342338587946,13.946391024843747,16.686800887285596,15.138757877298348
2022/05/07 06:21:01,19.684286402385045,33.14103251906196,19.366968234471557,15.5220033262744,15.697658665839503,14.836010777687964,20.17287095681057,78.19916472423013,71.42037287458584,184.26907378060957,230.08836650355897,171.01753143210155,37.519538474865634,33.96308731617837,44.497815458889065,14.050822816044073,16.830387373101207,15.267136124137801
2022/05/07 06:21:03,19.835631228160228,33.3621650249913,19.513613627463517,15.64519382886388,15.820889078071339,14.968475159631607,20.359829909144313,78.91201034614653,72.08636660911571,185.80708694186916,232.01648130666146,172.53543851581844,37.83508532584795,34.276562595704675,44.91220753189867,14.155254607244403,16.973973858916818,15.395514370977251
2022/05/07 06:21:05,19.986976053935415,33.59291198770017,19.660259020455477,15.768384331453356,15.94411949030317,15.100939541575253,20.54678886147805,79.62485596806293,72.75236034364562,187.34510010312883,233.95433406331492,174.04342463820382,38.15063217683028,34.59003787523098,45.31673312697949,14.259686398444728,17.11756034473243,15.523892617816703
2022/05/07 06:21:07,20.12886182809965,33.8140444936295,19.79712805391464,15.891574834042839,16.067349902535,15.233403923518892,20.73374781381179,80.32751808109484,73.40841387318251,188.87367760082245,235.87271091286635,175.5514107605892,38.46617902781259,34.89371705227209,45.7212587220603,14.364118189645055,17.261146830548036,15.652270864656153
2022/05/07 06:21:08,20.27074760226389,34.03517699955884,19.9339970873738,16.01476533663232,16.190580314766834,15.365868305462536,20.920706766145532,81.03018019412671,74.0744076077124,190.40225509851604,237.78134980886674,177.04947592164316,38.781725878794916,35.197396229313206,46.1356507950699,14.468549980845385,17.40473331636365,15.780649111495604
2022/05/07 06:21:10,20.412633376428122,34.256309505488176,20.070866120832967,16.137955839221796,16.313810726998664,15.49833268740618,21.10766571847927,81.73284230715862,74.7404013422423,191.9402682597757,239.68025075131612,178.55746204402854,39.09727272977724,35.50107540635431,46.55004286807951,14.572981772045711,17.548319802179257,15.909027358335056
2022/05/07 06:21:12,20.554519150592355,34.477442011417516,20.20773515429213,16.261146341811276,16.437041139230494,15.63079706934982,21.294624670813015,82.43550442019048,75.40639507677218,193.47828142103535,241.56941374021446,180.05552720508246,39.41281958075955,35.80475458339542,46.964434941089124,14.67741356324604,17.691906287994872,16.037405605174506
2022/05/07 06:21:48,20.715323027978496,34.737032344465,20.373933266349685,16.403289229414522,16.5697508139417,15.772723192860868,21.509627465996815,83.22981811318306,76.15191045124594,195.1578295357851,243.64359784658225,181.70240678610858,39.789440015802974,36.15741427286252,47.44789235960034,14.800832952846426,17.856005128926995,16.185534351527718
2022/05/07 06:21:51,20.87612690536463,34.996622677512484,20.54013137840724,16.545432117017764,16.711939751132274,15.924111057939314,21.724630261180614,84.03431531506014,76.91730623570567,196.8468133141009,245.72751990650107,183.34928636713477,40.17623938152323,36.510073962329606,47.93134977811155,14.933746141646845,18.02010396985912,16.333663097880933
2022/05/07 06:21:53,21.036930782750762,35.25621301055997,20.706329490464793,16.687575004621014,16.854128688322852,16.075498923017765,21.939633056364414,84.84899602582176,77.68270202016538,198.55466841954873,247.840655827073,185.02592883215536,40.5630387472435,36.86273365179671,48.41480719662276,15.066659330447262,18.18420281079125,16.481791844234145
2022/05/07 06:21:55,21.1977346601369,35.50618888682791,20.87252760252235,16.829717892224256,16.996317625513427,16.226886788096213,22.145287903931525,85.64330971881432,78.4580380096181,200.28139485212856,249.97326765474688,186.71249225850744,40.93965918228692,37.215393341263805,48.88839813720517,15.199572519247676,18.348301651723375,16.62992059058736
2022/05/07 06:21:57,21.35853853752303,35.7657792198754,21.0387257145799,16.971860779827505,17.138506562704002,16.37827465317466,22.360290699115332,86.44780692069145,79.24331420406378,202.0269926118404,252.12535538952284,188.4188976075225,41.31627961733032,37.5680530307309,49.361989077787584,15.332485708048093,18.52265667021376,16.77804933694057
2022/05/07 06:21:59,21.519342414909165,36.025369552922875,21.19514746710466,17.123479859937632,17.280695499894577,16.529662518253108,22.57529349429913,87.26248763145304,80.02859039850946,203.77259037155224,254.29691903140085,190.1451448792005,41.692900052373744,37.920712720198,49.8454464962988,15.465398896848512,18.697011688704144,16.926178083293784
2022/05/07 06:22:01,21.68960534390625,36.28495988597036,21.351569219629422,17.27509894004776,17.422884437085152,16.68105038333156,22.79029628948293,88.07716834221465,80.81386659295516,205.5276237948301,256.4879585803809,191.89123407354148,42.07969941809401,38.28316851215029,50.32890391481001,15.598312085648928,18.87136670719453,17.074306829646996
