,2W,2R_B,2L_B,2L_F,1test
2022/05/08 12:18:46,2054.57471610505,5769.913922937948,6791.3084863174745,1511.5662401141622,8963.099496702378
2022/05/08 12:18:48,2056.4748021893233,5774.496737360658,6796.944945811971,1512.960637933331,8969.644559215183
2022/05/08 12:18:50,2058.3748882735968,5779.051320893703,6802.504457053984,1514.3550357525003,8976.189621727988
2022/05/08 12:18:52,2060.265280041114,5783.5588529439665,6808.054349764435,1515.7494335716697,8982.724722197394
2022/05/08 12:18:55,2062.1265888583616,5788.038154104564,6813.4792015646,1517.1438313908386,8989.140278146018
2022/05/08 12:18:57,2063.968509042096,5792.498634672047,6818.827105112279,1518.5382292100078,8995.476137747455
2022/05/08 12:18:59,2065.7910405923176,5796.930884349864,6824.049967749673,1519.9131249617762,9001.70241487151
2022/05/08 12:19:01,2067.594183509026,5801.269031062123,6829.118933882095,1521.2587676124426,9007.759337257789
2022/05/08 12:19:03,2069.348854841952,5805.456613029487,6834.024384977987,1522.5264019935057,9013.686753079888
2022/05/08 12:19:05,2071.074443224609,5809.53127143818,6838.824032226715,1523.7355301723655,9019.544434598196
2022/05/08 12:19:07,2072.7709486569956,5813.5400577709825,6843.489020033593,1524.8276459468198,9025.252685465528
2022/05/08 12:19:09,2074.4286768223565,5817.501792621006,6848.000111335504,1525.7734962157665,9030.871277942275
2022/05/08 12:19:10,2076.076710670961,5821.322373022691,6852.415017321809,1526.7095954510132,9036.250781377457
2022/05/08 12:19:12,2077.695661569296,5825.095901941596,6856.724119460946,1527.6261926188586,9041.530664378655
2022/05/08 12:19:14,2079.2952238341186,5828.8129690811675,6860.9370362844775,1528.5330387530037,9046.710926945867
2022/05/08 12:19:16,2080.8947860989406,5832.530036220737,6865.149953108009,1529.4398848871483,9051.801531122494
2022/05/08 12:19:18,2082.44587677998,5836.190641580973,6869.247447552814,1530.3272289538925,9056.892135299118
2022/05/08 12:19:20,2083.96788451075,5839.775964568761,6873.219901087332,1531.2048219869362,9061.903043128557
2022/05/08 12:19:22,2085.4705036080077,5843.304825777214,6877.086550774682,1532.0726639862792,9066.814330524012
2022/05/08 12:19:24,2086.9440397549947,5846.75840461322,6880.837778083307,1532.921003918221,9071.596111355284
2022/05/08 12:19:26,2088.388492951713,5850.136701076779,6884.444727418522,1533.7595928164628,9076.258347665776
2022/05/08 12:19:28,2089.7941688814053,5853.411484278224,6887.90739878033,1534.568928613603,9080.791077412086
2022/05/08 12:19:31,2091.1513732273147,5856.601574810665,6891.225792168729,1535.3392602759411,9085.204262637613
2022/05/08 12:19:33,2092.479494622955,5859.688152080991,6894.371051989037,1536.0803388371778,9089.468017212168
2022/05/08 12:19:35,2093.768838751569,5862.661805792648,6897.189281736284,1536.7824132636126,9093.512606831951
2022/05/08 12:19:37,2095.0194056131572,5865.428432980075,6899.690099942035,1537.4649856226463,9097.248373106384
2022/05/08 12:19:39,2096.2311952077193,5868.035085126052,6902.008166048133,1538.1085538468785,9100.804822599643
2022/05/08 12:19:41,2097.394513218499,5870.415890154688,6903.97034648649,1538.7131179363084,9104.191917355129
2022/05/08 12:19:44,2098.5093596454963,5872.69318192121,6905.692063635833,1539.2786778909363,9107.021137680298
2022/05/08 12:19:46,2099.5660401719547,5874.387035301267,6906.769339170618,1539.8052337107624,9109.11316679398
2022/05/08 12:19:48,2100.57424911463,5875.506860591417,6907.096369243676,1540.2830343620863,9110.547701043362
2022/05/08 12:19:50,2101.272239921098,5875.836220970872,6906.913617144027,1540.5268102045984,9111.294854298249
2022/05/08 12:19:52,2101.8345102929748,5875.742118005313,6906.172990213861,1540.7705860471103,9111.245044081257
2022/05/08 12:19:54,2102.3192261308,5875.233961991296,6904.730210479775,1540.926602586318,9110.766865998128
2022/05/08 12:19:56,2102.571278366469,5874.377625004712,6902.748792978297,1540.877847417816,9109.750737571483
2022/05/08 12:19:58,2102.7166931178162,5873.3424923835655,6900.507675124684,1540.7120798449075,9108.206620844718
2022/05/08 12:19:59,2102.8427192356507,5871.592177224173,6897.718300972117,1540.4683040023954,9106.293908512209
2022/05/08 12:20:01,2102.968745353485,5869.361936940431,6894.284485204991,1540.2245281598834,9103.713739272001
2022/05/08 12:20:03,2103.06568852105,5866.651771532338,6890.235083417989,1539.9417481825694,9100.55577151468
